Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
Stadtwerke Kiel AG,Wall,36,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.321383,10.140331,2022-12-12,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, AC Schuko",300,,DC Kupplung Combo,300,,,,,,,
Stadtwerke Kiel AG,Wall,36,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.321383,10.140331,2022-12-12,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
Team-Emobility GmbH,Bismarckallee,2,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.350479,10.150522,2024-01-25,44,Normalladeeinrichtung,4,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,
Team-Emobility GmbH,Bismarckallee,2,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.350479,10.150522,2024-01-25,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
E.ON Drive GmbH,Feldstraße,23,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.333478,10.138621,2019-05-06,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
Stadtwerke Kiel AG,Blücherstraße,2,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.342056,10.136843,2016-12-02,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,2253 a4bb 80bd d7b3 a728 1f14 81d9 926d c6b4 37d9 a7cc f07d 5b99 d43b 1745 b83b 6fe6 f234 a67d 625a c099 4b0e ad41 581b,"AC Steckdose Typ 2, AC Schuko",22,ed14 34db 15db bd24 e222 1ef2 dc49 c228 3f68 a368 5198 d1f1 55ce 34d5 6987 735c 52f1 b8e7 50c3 8af1 64f9 27c3 cf6e a0cd,,,,,,
Stadtwerke Kiel AG,Blücherstraße,2,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.342051,10.137007,2018-12-11,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Franckestraße,2,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.33671,10.130927,2020-06-02,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
Stadtwerke Kiel AG,Langer Segen,6,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.329295,10.138453,2020-06-02,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
Stadtwerke Lübeck Energie GmbH,Arnold-Heller-Straße,8,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,50.329608,10.140116,2021-10-29,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Lübeck Energie GmbH,Arnold-Heller-Straße,8,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.329608,10.140116,2021-10-29,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Lübeck Energie GmbH,Arnold-Heller-Straße,8,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.329608,10.140116,2021-10-29,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Emil Frey Sportwagen GmbH,Projensdorfer Str.,23-27,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3476666,10.13,2020-02-28,22,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,,,,,
Emil Frey Sportwagen GmbH,Projensdorfer Str.,23-27,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3476666,10.13,2020-02-28,22,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,,,,,
Emil Frey Sportwagen GmbH,Projensdorfer Str.,23-27,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3476666,10.13,2020-02-28,22,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,,,,,
Emil Frey Sportwagen GmbH,Projensdorfer Str.,23-27,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3476666,10.13,2020-02-28,22,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,,,,,
Emil Frey Sportwagen GmbH,Projensdorfer Str.,23-27,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3476666,10.13,2020-02-28,22,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362786,10.133846,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
KIWI Parkhaus,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.362726635881,10.133546629725,2023-01-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
famila,Prinz-Heinrich-Straße,20,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.361092,10.133147,2021-07-15,72,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,DC Kupplung Combo,50,,"DC Kupplung Combo, DC CHAdeMO",50,,,,
Stadtwerke Kiel AG,Charles-Roß-Ring,118,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.358093,10.11031,2020-05-08,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
Stadtwerke Kiel AG,Charles-Roß-Ring,39,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.356085,10.107383,2020-05-08,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
Stadtwerke Kiel AG,Bendixenstraße,0,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.355977,10.113111,2020-05-08,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
GP JOULE Connect GmbH,Alte Chaussee,40,,24107,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.364061,10.071192,2021-05-18,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0410 3B19 02FE 084E 44D0 A4FD 8B77 4DC2 E98A C595 2AD1 7933 6C72 DFA8 CEA1 EC28 474E CF01 C7EE 526E E5C0 B9DE 04A8 8B33 6C3E B96D 44B1 F7C6 D640 76FC 1A98 339E 47,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04A6 EFA9 C513 57EA 8A6F 0B73 8665 DF79 1D27 F8F7 FD3F 2A10 BAA4 D14F DC5E ED38 D4C4 DBEC 27DA A515 3380 975B F9B8 EDB1 A6B6 BD19 C44D 78A0 8DA8 1807 215A 38CC E9,,,,,,
Stadtwerke Kiel AG,Rungholtplatz,1-3,,24107,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.361125,10.076935,2020-09-15,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
World of Energy GmbH,Wittland,2-4,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326053,10.085358,2017-11-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
World of Energy GmbH,Wittland,2-4,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326053,10.085358,2017-11-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
World of Energy GmbH,Wittland,2-4,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326053,10.085358,2017-11-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
Vonovia Mess Service GmbH,Goeteborgring,77-81,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.32439,10.061818,2021-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
GP JOULE Connect GmbH,Martenshofweg,8,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.317018,10.071513,2019-03-26,66,Normalladeeinrichtung,3,AC Steckdose Typ 2,22,E2D0 D7A1 09DF 055A 80D0 4060 ABD6 E3CA 3BE2 3858 770F C17E AEF1 8E54 5CC9 2F04 A3EB 8F6F 6238 F987 7DBC A874 5679 2F3F,AC Steckdose Typ 2,22,C44B DFE2 EF3A 530E BF01 3D11 8654 F370 2EEE B014 974A 3AAB A159 6EDA 0229 143E 599D B659 BC20 1518 2984 CCEA 61F5 E081,AC Steckdose Typ 2,22,B18A C98D 04CA AEC1 061A 6B5B A291 FABF F3BE 7B27 07C5 95BD 0776 762D 7425 7356 944E 1936 2734 13EC A54C 199B EBA5 BF7C,,,
GLS Mobility GmbH,Goeteborgring,77-81,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.324083,10.061717,2021-09-11,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Hofholzallee,220,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.317026,10.066623,2019-06-06,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Lidl,Rendsburger Landstr.,360,LDE_7388_100001341,24111,Kie-Russee,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.300608,10.072317,2019-03-07,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Ruthkamp,71,,24111,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.305614,10.078033,2020-09-15,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
Alexander Münster e. K.,Hamburger Chaussee,178,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.29934,10.1063,2023-07-04,50,Schnellladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2, DC Kupplung Combo, DC CHAdeMO",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2, DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
Gemeinschaftssiedlung Alte Gärtnerei e.V.,Alte Gärtnerei,2,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.300157,10.115232,2022-02-15,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Shell Deutschland GmbH,Hamburger Chaussee,161,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.300867,10.108326,2023-03-01,360,Schnellladeeinrichtung,2,DC Kupplung Combo,360,,DC Kupplung Combo,360,,,,,,,
Comfort Charge,Rendsburger Landstr.,91,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.304065,10.106587,2020-09-13,150,Schnellladeeinrichtung,4,DC Kupplung Combo,150,,AC Steckdose Typ 2,22,,AC Kupplung Typ 2,22,,DC Kupplung Combo,150,
famila,Seekoppelweg,2,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.29931,10.086533,2021-12-22,72,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,DC Kupplung Combo,50,,"DC Kupplung Combo, DC CHAdeMO",50,,,,
MER Germany,Hamburger Chaussee,163,1465,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.300168,10.108017,2022-03-18,50,Schnellladeeinrichtung,2,DC Kupplung Combo,50,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Mühlendamm,1,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.312325,10.09947,2011-11-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,,"AC Steckdose Typ 2, AC Schuko",11,,,,,,,
Stadtwerke Kiel AG,Mühlendamm,1,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.312325,10.09947,2018-07-06,70,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,
Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,,"AC Steckdose Typ 2, AC Schuko",11,,,,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,d139 af33 7db0 3e75 ca93 e621 0824 44fe cf8c 6c26 eda1 7fb8 c080 ba46 8657 4526 d503 474a 4f4c a2c3 891d da68 5b4a 1bc0,"AC Steckdose Typ 2, AC Schuko",11,fbf3 7086 bcd6 a169 8835 36bf d6e6 333a 047d 2efa f92e 7450 8fb6 27bb 0788 2474 e85b c0a8 125e 22b5 7c8e a04a e704 d9dc,,,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,e08e 420c f2f5 18a0 932c e50c acab fe3e 95fc 55a4 ee1b 781c 8275 5823 949e c801 05bd 720f 69b3 c0f5 e609 642d 1dbb 6c9d,"AC Steckdose Typ 2, AC Schuko",22,85f4 70bf bf3b 1099 61dd bee2 636e 3923 e72a 78e6 2704 2d54 4872 ebe9 de11 05aa d84c b816 93f7 167a 76a8 8fd2 bb69 9596,,,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,0c2c 5992 32b8 0e0f 483b 8a2e 2fa3 27b8 ee0f 3728 12bc 6d7b fbc7 af06 c79b 9bb7 63d2 677a ce0d 419c 086b eee6 08e2 cbfe,"AC Steckdose Typ 2, AC Schuko",22,7e07 3f4f 35dd d722 01b5 04f2 038e c861 4b51 22ea dcc6 138b 0bf8 30f2 0975 5da4 18a7 5419 0537 c738 f534 d564 fd9f 0466,,,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,0284 c42c f407 114d cc9a d442 b94e 6f30 196f 42e9 2926 2f1c 5e48 7fec 3d1d afab fef8 a5e1 4a65 ac45 b4cf 3ac9 7743 b6de,"AC Steckdose Typ 2, AC Schuko",22,238d e46b c79e af8d df95 e7c8 1435 0379 a56e a73b 180b fcda 39bd 24c8 6026 a68c 051f 8b6e a7d5 878a 2267 f1ba 9f31 fa1e,,,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,4940 75bb 9a91 edee 02ea 2273 b178 99f4 d3d9 b08d 1513 c9ab 324f 0abf 1d2c 477d 63ec b657 c1af da16 7a15 92a6 2394 7266,"AC Steckdose Typ 2, AC Schuko",22,a2ee 5048 17f9 dd98 b90c a8a8 0709 01c1 9965 6b64 97a9 823e c4a4 b328 2460 afa1 7151 f666 9fc7 5e98 f00d 229c 208e 747e,,,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,f7d0 0c8e ee03 9b6f ff7b 5e0e 5b66 b861 ff47 c15a 12dc e0c5 c583 3c96 c77b a1af 9585 0dac f806 81b5 c899 f5fb c664 fd4c,"AC Steckdose Typ 2, AC Schuko",22,9c0f 0256 daa0 981e e385 d979 e696 4c2c 5d8c a7bd f207 f8c6 63dd f7fe a82a 36cb 0641 43aa fce7 39b0 feef 88c3 9db9 ca3b,,,,,,
