Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
Gemeinde Handewitt,Zum Sportplatz,9,,24976,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.7410847,9.4347727,2021-12-02,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Gemeinde Handewitt,Schulstraße,18,Freizeitheim,24976,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.7426,9.38978,2021-12-02,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Gemeinde Handewitt,Zum Sportplatz,9,Schaulandhalle,24976,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.74107,9.43486,2021-12-02,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
GP JOULE Connect GmbH,Strandweg,0,,24977,Langballig,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.821651,9.655175,2021-08-25,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04D4 125F 8847 8AB4 5CFF 8EDB 4A88 371D 5518 FA2C 76D5 4E9A B078 49FF F1E6 7A9B 2D74 AE89 D5FD 7C7B 2F95 41B5 53D8 A2CA 2248 D193 8008 DAE4 F05C E208 E79B D369 73,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04AC 4600 3F20 974C D710 19FB DB9B 69C2 A77E 7A2B C01E F8A4 D078 07A3 48FB F457 832B 599E 171F 4767 03F7 4471 43D3 98EA 1439 B02A D75D 8238 CAF5 942C F724 EA36 DF,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0455 7136 C427 AEFA BA76 84E5 34BA 4AD9 DA77 7587 5920 E31C F531 474C 15B3 A871 FEEC DAC8 8C7D C5AA 580F FA33 BEB6 F800 491C A4DA 391C D01A FDAA 7A25 2F97 8B7D 5E,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04E9 DAFC FA0F 44DE D86E 2D9A C540 D400 BBAC F35A C80A ECCA 5FC2 C20E 5B73 5DEA 52CC 97F1 7E59 2E61 2719 2063 3380 404D C150 BC73 80AC 1A6F 1655 1EFB D5CB F232 A5
Julian Rieger,Sommers Barg,38,,24980,Wallsbüll,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.7802802294328,9.23373634305443,2022-01-01,11,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,,AC Steckdose Typ 2,11,,,,,,,
ecar Northtec,Ellunder Str.,1,,24980,Wallsbüll,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.777343,9.235793,2023-02-06,33,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AM4G K2QR V3Yd VWEP ACb6 65K5 PJdW LETN TVER 6Y6L,AC Steckdose Typ 2,22,AoQN dWbi RSXM VC2M 256Z H7Q7 HXbJ F2oA 2RdX 5V4J,,,,,,
ecar Northtec,Nylanndamm,4,,24980,Schafflund,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.76383,9.17523,2023-03-17,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,apim 53zi hkbh 73v5 2xsw qv3b qwce yv2u e4ud mlc5,AC Steckdose Typ 2,22,ak34 vhaf dfqa whbh lemj frnj mlvn k6mo 4jk7 olum,,,,,,
James Farm,Nordhackstedter Str.,2a,,24980,Hörup,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.7398997238528,9.10426865067508,2022-02-06,180,Schnellladeeinrichtung,3,DC Kupplung Combo,150,,DC Kupplung Combo,150,,AC Steckdose Typ 2,22,,,,
Gemeinde Osterby,Tannenweg,1,,24980,Schafflund,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.7580332169174,9.18844541031191,2021-07-28,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Gemeinde Osterby,Meyner Straße,bei 29,,24980,Schafflund,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.7578756058021,9.19276835269754,2023-09-11,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d030107034200042463da3ea25c25445cc698ea1f2f16097162bb1abc7f0a3381b9f755b9c86dfe03315ace9b9118e4b4d444fe00a1224972703ce08d1d7a609c57f38c66e9943f,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d030107034200042463da3ea25c25445cc698ea1f2f16097162bb1abc7f0a3381b9f755b9c86dfe03315ace9b9118e4b4d444fe00a1224972703ce08d1d7a609c57f38c66e9943f,,,,,,
Gemeinde Osterby,Meyner Straße,bei 29,,24980,Schafflund,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.7578756058021,9.19276835269754,2023-09-11,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d030107034200042463da3ea25c25445cc698ea1f2f16097162bb1abc7f0a3381b9f755b9c86dfe03315ace9b9118e4b4d444fe00a1224972703ce08d1d7a609c57f38c66e9943f,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d030107034200042463da3ea25c25445cc698ea1f2f16097162bb1abc7f0a3381b9f755b9c86dfe03315ace9b9118e4b4d444fe00a1224972703ce08d1d7a609c57f38c66e9943f,,,,,,
Lidl,Osterfeld,2,LDE_5009_T54-IT1-3820-033,24980,Schafflund,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.761473,9.192165,2020-12-02,93,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",50,,"AC Kupplung Typ 2, DC Kupplung Combo",50,,"AC Kupplung Typ 2, DC CHAdeMO",44,,,,
E.ON Drive GmbH,Ellund West,0,BAB7,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.804014,9.328616,2017-10-17,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
E.ON Drive GmbH,Raststätte Ellund-West (Str. Ellund-Ost),0,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.80343,9.328791,2020-04-16,175,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",175,,,,,,,,,,
E.ON Drive GmbH,Raststätte Ellund-West (Str. Ellund-Ost),0,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.80343,9.328791,2020-04-16,175,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",175,,,,,,,,,,
Shell Deutschland GmbH,Lecker Chaussee,0,An der B199,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.777991,9.325299,2023-05-31,360,Schnellladeeinrichtung,2,DC Kupplung Combo,360,,DC Kupplung Combo,360,,,,,,,
GP JOULE Connect GmbH,Osternstraße,2,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.763213,9.325209,2021-03-09,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0433 6464 21D0 3B8A 73E8 E4AE DB1A 2901 A49E 84DA 0A86 E3C1 F956 E181 7A27 5733 CE23 7325 6FC2 B23A 962C BD79 8414 A5C1 3C6B 6633 7EED 0056 327C 9D85 9D75 1960 88,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 045A 6EC3 22D7 17AD 2D32 AEDF 738E E824 758B 6952 FCFC 87C3 6621 7DBC 2BC2 DF73 5E32 9DBA 4FAE B31D CB70 B8C5 9FC7 AEB0 35C7 61F4 BE6F CB8F 63FF F834 CF69 41A4 E5,,,,,,
GP JOULE Connect GmbH,Scandinavian Park,1,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.778139,9.336032,2023-06-30,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
GP JOULE Connect GmbH,Scandinavian Park,1,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.778139,9.336032,2023-06-30,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
GP JOULE Connect GmbH,Scandinavian Park,1,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.778139,9.336032,2023-06-30,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
GP JOULE Connect GmbH,Scandinavian Park,1,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.778139,9.336032,2023-06-30,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
GP JOULE Connect GmbH,Scandinavian Park,1,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.778139,9.336032,2023-06-30,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
GP JOULE Connect GmbH,Scandinavian Park,1,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.778139,9.336032,2023-06-30,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
GP JOULE Connect GmbH,Scandinavian Park,1,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.778139,9.336032,2023-06-30,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
Allego,Scandinavian-Park,1,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,52.382725,9.333851,2021-10-04,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,3056301006072A8648CE3D020106052B8104000A03420004FE2809481A8523C5B67D26F64CA9527ED3EE3B16D2DA5833F27E20A68C2F70A8E8A56496BF3C7B035B057D771C0D2E4666C8A36CB4D155DAE05C7BA9FF37D1DF,DC Kupplung Combo,150,3056301006072A8648CE3D020106052B8104000A03420004B25838D66C60A9DCF877D50ABBFDDA82C68C372724F58254C7B6B03CCC4EED1CB9A79977B517B369F7F6D8B9556C21268A97F6A944448903F4DB01FF2E73ABE2,,,,,,
E.ON Drive Infrastructure,Ellund West,0,BAB7,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.804014,9.328616,2017-10-17,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
E.ON Drive Infrastructure,Raststätte Ellund-West (Str. Ellund-Ost),0,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.80343,9.328791,2020-04-16,175,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",175,,,,,,,,,,
E.ON Drive Infrastructure,Raststätte Ellund-West (Str. Ellund-Ost),0,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.80343,9.328791,2020-04-16,175,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",175,,,,,,,,,,
E.ON Drive GmbH,Flensburger Str.,29,,24986,Mittelangeln (Satrup),Schleswig-Holstein,Kreis Schleswig-Flensburg,54.69372,9.59641,2017-09-28,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
GP JOULE Connect GmbH,Schleswiger Str.,10,,24986,Satrup,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.691137,9.603733,2018-11-15,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
HanseWerk Charging Station,Flensburger Straße,29,,24986,Mittelangeln,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.693724,9.596409,2022-06-30,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Patrick Thomsen Photovoltaik Einzelunternehmen,Stapelholmer Weg,70,,24988,Oeversee,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.6925794,9.4261255,2022-04-26,11,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,,AC Kupplung Typ 2,11,,,,,,,
Gemeinde Tarp,Stapelholmer Weg,39,,24988,Oeversee,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.69881,9.42921,2020-08-31,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Husum GmbH,Schulstraße,9,,24988,Oeversee,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.698887,9.428995,2022-01-19,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Flensburg GmbH,Akademieweg,6,,24988,Oeversee,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.716704,9.438295,2024-06-28,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,
GP JOULE Connect GmbH,An der Nordstr.,4,,24989,Dollerup,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.783749,9.671981,2019-11-05,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,DD1F 87E2 9B56 3D4A 5F0D 9D98 2131 C23E 9DE5 FB5C 9E99 407C F602 F9FA 9362 9E9F 8273 487B F9C9 C0A0 C411 D3C4 C859 6ADB,AC Steckdose Typ 2,22,DD1F 87E2 9B56 3D4A 5F0D 9D98 2131 C23E 9DE5 FB5C 9E99 407C F602 F9FA 9362 9E9F 8273 487B F9C9 C0A0 C411 D3C4 C859 6ADB,,,,,,
Stadtwerke Husum GmbH,Holm,1,,24991,Großsolt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.728545,9.490161,2019-01-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Husum GmbH,Koopmannsweg,1,,24991,Großsolt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.707289,9.529503,2019-01-31,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Husum GmbH,Holm,4,,24991,Freienwill,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.728576,9.490334,2022-01-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
ecar Northtec,Norderstrasse,12,,24994,Medelby,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.813623325295,9.17488586261353,2024-05-20,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
ecar Northtec,Hauptstrasse,4,,24994,Medelby,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.8135191818945,9.1655552809678,2024-06-17,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Gemeinde Osterby,Hauptstraße,32,,24994,Osterby,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.7963811644108,9.21165224675426,2023-09-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d03010703420004dd8e6cfaa0c95df24f3f9cf0a406261caeee430d6ecda69958d48b23e4b9f4f6d38a5a9bbd5ef8d84bc4c77a43f60ff6477d84bfa110a42bd11c258df5172528,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d030107034200045ad84627ee133d5bd7a47d97c0e4e4fc5178ceb1cffd7c75e24b2a0378a65b8ef81c3fcd63558cacfcc1e2e06949d378fdd97727780863b6074190b56b75cea7,,,,,,
Gemeinde Osterby,Hauptstraße,32,,24994,Osterby,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.7963811644108,9.21165224675426,2023-09-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d03010703420004dd8e6cfaa0c95df24f3f9cf0a406261caeee430d6ecda69958d48b23e4b9f4f6d38a5a9bbd5ef8d84bc4c77a43f60ff6477d84bfa110a42bd11c258df5172528,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d030107034200045ad84627ee133d5bd7a47d97c0e4e4fc5178ceb1cffd7c75e24b2a0378a65b8ef81c3fcd63558cacfcc1e2e06949d378fdd97727780863b6074190b56b75cea7,,,,,,
Gemeinde Jardelund,Westring,8,,24994,Jardelund,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.82697,9.19792,2019-06-19,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
GP JOULE Connect GmbH,Flensburger Straße,9,,24997,Wanderup,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.689206,9.330879,2020-03-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4B09 9804 F0FB 4B45 97D7 424F A897 422C D0C1 3CFF FB99 13FB ACBD 1642 3D56 88A8 DB6B 6DC5 CE1E 15C2 EC85 D3A8 889C 9342 ABD8 97F1 113C 16F4 C2B7 4868 CCEE 5E57 5,AC Steckdose Typ 2,22,3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4E09 A5B9 9105 CBFB C882 47B3 5130 1266 BE6F 7460 DFAA F457 C29D FFC4 9459 D1CB B469 DA13 3169 E124 5E42 2976 0E9B 6AE3 9F60 69C7 5893 88D5 A82C 0406 68DB 9ACD 3,,,,,,
GP JOULE Connect GmbH,Tarper Straße,19,,24997,Wanderup,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.688882,9.338586,2020-03-31,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4E92 7666 E9D0 6665 1F8B 0279 2235 10B7 078C D036 9731 5724 8F41 E16F 11FD 8EB3 729A 303E 8012 B273 72E6 083B 99B6 5E73 CC84 15E4 23A8 2B6F 1CCF B2D2 5559 4CD4 C,,,,,,,,,
E.ON Drive GmbH,Breite Straße,3,,25879,Stapel,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.361702,9.243804,2019-10-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Salchow Norderstedt,Werkstraße,2b,,22844,Nordersterdt,Schleswig-Holstein,Kreis Segeberg,53.730557,10.020268,2023-05-22,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,
E.ON Drive GmbH,Stormarnstraße,33,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.708907,10.018673,2019-01-01,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Stormarnstraße,55,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.71177,10.01823,2017-12-21,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Stormarnstraße,55,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.71177,10.01823,2018-06-14,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Marktplatz,8,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70465,10.00826,2018-05-15,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Beim Umspannwerk,2,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.73464,9.98798,2018-07-19,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Pestalozzistraße,1,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.7315,9.99661,2019-12-18,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Elfenhagen,62,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.7547,9.9788,2019-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Stormarnstraße,55,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.71177,10.01823,2021-04-28,150,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,DC Kupplung Combo,75,,,,,,,
EnBW mobility+ AG und Co.KG,Ulzburger Straße,501-505,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.712666,9.999782,2023-07-27,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
EnBW mobility+ AG und Co.KG,Ulzburger Straße,501-505,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.712666,9.999782,2023-07-27,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150,,DC Kupplung Combo,150,,AC Steckdose Typ 2,22,,,,
EnBW mobility+ AG und Co.KG,Ulzburger Straße,501-505,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.712666,9.999782,2023-07-27,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Ulzburger Str.,353,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.71121,9.9994,2016-12-09,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Beamtenlaufbahn,2,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70646,9.99417,2018-01-05,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Buchenweg,101,,22846,Nordersted,Schleswig-Holstein,Kreis Segeberg,53.69951,9.99356,2018-03-06,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Alter Heidberg,1,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70874,9.99445,2018-08-02,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Moorbekstraße,15,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.71555,9.99599,2018-07-25,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Buckhörner Moor,110,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.707062,9.988827,2018-08-23,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Ulzburger Straße,362,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.72031,9.99831,2019-09-25,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Beamtenlaufbahn,2,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.706509,9.994024,2021-04-28,150,Schnellladeeinrichtung,2,"AC Steckdose Typ 2, DC Kupplung Combo",75,,"DC Kupplung Combo, DC CHAdeMO",75,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Buckhörner Moor,38,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.703884,9.98441,2021-09-22,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
ORLEN Deutschland GmbH,Ulzburger Straße,274,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.7100759,9.9996704,2019-07-29,122,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70525,9.995611,2022-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.705252,9.995626,2022-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.705238,9.995642,2022-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.705234,9.995693,2022-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.705221,9.99574,2022-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Am Tarpenufer,10,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.6815,9.99671,2018-05-30,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Niendorfer Str.,143,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.66777,9.97425,2018-05-29,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Südportal,2,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.65312,9.98317,2019-10-08,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
