adress_id,kreis_kreisfreie_stadt,ort,postleitzahl,strasse,hausnummer
4806,Kreisfreie Stadt Kaiserslautern,Kaiserslautern,67655,Mühlstraße,1
28170,Kreisfreie Stadt Köln,Köln,50733,Niehler Kirchweg,39
27255,Kreisfreie Stadt Düsseldorf,Düsseldorf,40212,Königsallee,55
18148,Stadtkreis Freiburg im Breisgau,Freiburg,79108,Engesser Strasse,13
10894,Kreisfreie Stadt Köln,Köln,50933,Hültzplatz,1
7654,Landkreis Ostprignitz-Ruppin,Kyritz,16866,An der B5,0
11462,Kreisfreie Stadt Leipzig,Leipzig,4155,Breitenfelder Straße,19
26300,Kreis Coesfeld,Senden,48308,Münsterstraße,52
10859,Kreisfreie Stadt Köln,Köln,50674,Moselstraße,74
12212,Landkreis Kronach,Kronach,96317,Siechenangerstraße,13
28752,Landkreis Neunkirchen,Ottweiler,66564,Posthof,0
4641,Kreisfreie Stadt Köln,Köln,50968,Am Südpark,1
22107,Kreisfreie Stadt Hamburg,Hamburg,22303,Kaemmererufer,0
28837,Landkreis St. Wendel,Namborn,66640,Allerburg,15
762,Kreisfreie Stadt Braunschweig,Braunschweig,38100,Werder,9
7232,Kreisfreie Stadt Berlin,Berlin,12057,Grenzallee,8
5883,Landkreis Deggendorf,Hengersberg,94491,Donaustraße,8
4115,Landkreis Main-Tauber-Kreis,Wertheim,97877,Roter Sand,11
26325,Kreis Coesfeld,Olfen,59399,Schlosserstr.,46
26065,Landkreis Ludwigsburg,Ludwigsburg,71642,Wilhelm-Nalgel-Straße,50
6765,Landkreis Regensburg,Regenstauf,93128,Dr.-Robert-Eckert-Str.,3
16949,Landkreis Göttingen,Göttingen,37073,Bahnhofsplatz,1
4357,Kreisfreie Stadt Hamburg,Hamburg,22529,Stresemannallee,10
1009,Landkreis Cuxhaven,Wurster Nordseeküste,27639,Speckenstraße,0
17380,Landkreis Rotenburg (Wümme),Scheeßel,27383,An der Sparkasse,1
15918,Kreis Rhein-Sieg-Kreis,Königswinter,53639,Herresbacher Str.,51
16673,Kreisfreie Stadt Braunschweig,Braunschweig,38106,Siegfriedstraße,67-68
10901,Kreisfreie Stadt Köln,Köln,50939,Rhöndorfer Straße,2
770,Kreisfreie Stadt Braunschweig,Braunschweig,38108,Lilienthalplatz,5A
10887,Kreisfreie Stadt Köln,Köln,50829,Ollenhauerring,41
28863,Kreisfreie Stadt Chemnitz,Chemnitz,9126,Zschopauer Str.,273
16668,Kreisfreie Stadt Braunschweig,Braunschweig,38100,Am Schlossgarten,7
28224,Kreisfreie Stadt Köln,Köln,51103,Kalker Hauptstraße,176
272,Landkreis Lahn-Dill-Kreis,Schönburg,6618,Gewerbegebietsstraße,37
19509,Landkreis Ortenaukreis,Oberkirch,77704,Bellensteinstraße,9
14523,Landkreis St. Wendel,Nonnweiler - Otzenhausen,66620,Europahausstraße,35
19494,Landkreis Neckar-Odenwald-Kreis,Biligheim,74842,Rittwiese,6
25815,Landkreis Freudenstadt,Eutingen im Gäu,72184,Am Käppele,17
7439,Kreisfreie Stadt Berlin,Berlin,14059,Sophie-Charlotten-Straße,92
7413,Kreisfreie Stadt Berlin,Berlin,13595,Heerstraße,284
6259,Landkreis Kronach,Stockheim,96342,Ludgwigsstädter Straße,95
23699,Kreis Rhein-Sieg-Kreis,Rheinbach,53359,Industriestraße,2
4430,Kreisfreie Stadt Darmstadt,Darmstadt,64297,Pfungstädter Str.,65
761,Kreisfreie Stadt Braunschweig,Braunschweig,38100,Nimes-Straße,2
22791,Kreisfreie Stadt Braunschweig,Braunschweig,38100,Beckenwerkerstraße,40
8738,Kreisfreie Stadt Düsseldorf,Düsseldorf,40474,Terminalring,4a
22051,Kreisfreie Stadt Hamburg,Hamburg,21149,Alte Weiden,7
10585,Kreis Märkischer Kreis,Menden,58706,Poststraße,0
764,Kreisfreie Stadt Braunschweig,Braunschweig,38102,Gerstäckerstraße,17
15023,Landkreis Harz,Halberstadt,38820,Im Sülzeteiche,9
24960,Stadtkreis Stuttgart,Stuttgart,70184,Wernhaldenstraße,64a
13830,Kreis Recklinghausen,Recklinghausen-Süd,45661,Bochumer Str.,222
19677,Kreisfreie Stadt Hamburg,Hamburg,22529,Troplowitzstraße,7
8057,Kreis Paderborn,Paderborn,33100,Im sudahl,11
22792,Kreisfreie Stadt Braunschweig,Braunschweig,38100,Reichsstraße,1-2
26066,Landkreis Ludwigsburg,Ludwigsburg,71642,Hauptstraße,37
22793,Kreisfreie Stadt Braunschweig,Braunschweig,38102,Kurt-Schumacher-Straße,1
22794,Kreisfreie Stadt Braunschweig,Braunschweig,38106,Pockelsstraße,11
4722,Kreisfreie Stadt Münster,Münster,48149,Steinfurter Straße,1-3
8072,Kreis Paderborn,Paderborn,33104,Wilfried-Finke-Allee,0
28830,Landkreis Saarpfalz-Kreis,Kirkel,66459,Konrad-Zuse-Straße,4
4956,Landkreis Alzey-Worms,Spiesheim,55288,Oberstraße,36a
28162,Kreisfreie Stadt Köln,Köln,50668,Riehler Straße,31
26726,Kreisfreie Stadt Hamburg,Hamburg,22767,Carsten-Rehder-Straße,45
27192,Kreisfreie Stadt Dortmund,Dortmund,44225,SINGERHOFFSTR,56
10100,Kreisfreie Stadt Dortmund,Dortmund,44225,KUNTZESTR,8
21443,Kreisfreie Stadt Berlin,Berlin,10587,Franklinstr.,7
23733,Kreis Soest,Anröchte,59609,Zum Hagen,4 Z
10106,Kreisfreie Stadt Dortmund,Dortmund,44229,AM REBSTOCK,38-40
647,Landkreis Ludwigslust-Parchim,Hagenow,19230,Parkstraße,12
24690,Landkreis Schwarzwald-Baar-Kreis,Blumberg,78176,Tevesstraße,64
27153,Kreisfreie Stadt Dortmund,Dortmund,44141,KARL-ZAHN-STR,11
13389,Landkreis Oberhavel,Hennigsdorf,16761,Ruppiner Str.,2
14801,Kreisfreie Stadt Dortmund,Dortmund,44141,JÜLICHER STR,2
25665,Landkreis Calw,Haiterbach,72221,Alte Nagolder Str.,8
11408,Landkreis Neunkirchen,Illingen,66557,Burgweg,0
23036,Landkreis Gifhorn,Gifhorn,38518,Braunschweiger Str.,103
14845,Kreisfreie Stadt Dortmund,Dortmund,44263,AM RICHTERBUSCH,6
10060,Kreisfreie Stadt Dortmund,Dortmund,44141,FRIEDRICH-ENGELS-STR,12
14843,Kreisfreie Stadt Dortmund,Dortmund,44229,AM REBSTOCK,42
23021,Landkreis Friesland,Schortens,26419,An d. Bundesstraße,1
9239,Kreis Herzogtum Lauenburg,Ratzeburg,23909,Schloßwiese,1
24379,Landkreis Saale-Holzland-Kreis,Orlamünde,7768,Saalstraße,4
14836,Kreisfreie Stadt Dortmund,Dortmund,44225,KUNTZESTR,2
10061,Kreisfreie Stadt Dortmund,Dortmund,44141,FRIEDRICH-ENGELS-STR,14a
24406,Landkreis Schmalkalden-Meiningen,Meiningen,98617,Am Mittleren Rasen,0
28784,Landkreis Regionalverband Saarbrücken,Riegelsberg,66292,Am Wäldchen,0
14797,Kreisfreie Stadt Dortmund,Dortmund,44141,KARL-ZAHN-STR,6
27155,Kreisfreie Stadt Dortmund,Dortmund,44141,KARL-ZAHN-STR,2
2456,Stadtkreis Stuttgart,Stuttgart,70499,Kimmichstraße,8/1
18384,Stadtkreis Stuttgart,Stuttgart,70499,Kahlhieb,23/1
19052,Landkreis Esslingen,Unterensingen,72669,Dammstraße,12
1206,Landkreis Heidekreis,Munster,29633,Aussiger Str,12
17052,Landkreis Helmstedt,Lehre-Wendhausen,38165,in den Lohbalken,1
14092,Kreis Städteregion Aachen,Aachen,52076,Pascalstraße,57
24187,Kreis Segeberg,Kaltenkirchen,24568,Werner-von-Siemens-Straße,34
10511,Kreis Siegen-Wittgenstein,Erndtebrück,57339,Marburger Straße,16
8330,Kreis Soest,Lippstadt,59555,Udenerstr,2
23824,Landkreis Harz,Quedlinburg,6484,Zwergkuhle,10
26412,Kreis Euskirchen,Dahlem – Kronenburg,53949,Burgbering,2
21773,Landkreis Elbe-Elster,Doberlug-Kirchhain,3253,Bahnhofsallee,1
25025,Stadtkreis Stuttgart,Stuttgart,70499,Krötenweg,32/1
10616,Kreis Mettmann,Hilden,40724,Zum Jägerhof,0
26619,Kreis Lippe,Lage,32791,Zum Twilen,0
18376,Stadtkreis Stuttgart,Stuttgart,70469,Leobener Straße,100/2
16221,Landkreis Lahn-Dill-Kreis,Breitscheid,35767,Heisterberger Weg,3
7545,Landkreis Barnim,Panketal,16341,Heinestraße,49
11168,Landkreis Alzey-Worms,Eppelsheim,55234,Schillerstraße,9
15094,Landkreis Stendal,Hansestadt Stendal,39576,Schadewachten,28
1801,Landkreis Rems-Murr-Kreis,Fellbach,70736,Steinbeisstr.,4
22724,Landkreis Nordwestmecklenburg,Glasin,23992,A20 Raststätte Glasin Fuchsberg Süd,1
192,Landkreis Groß-Gerau,Bischofsheim,65474,Dresdener Straße,20
22723,Landkreis Nordwestmecklenburg,Glasin,23992,A20 Raststätte Glasin Fuchsberg Nord,1
11969,Landkreis Ebersberg,Moosach,85665,Rathausstraße,0
5423,Kreisfreie Stadt Leipzig,Leipzig,4159,Gustav-Kühn-Straße,4
44,Landkreis Darmstadt-Dieburg,Modautal,64397,Römerberg,31
22113,Landkreis Bergstraße,Lindenfels,64678,Kappstr.,32
10949,Kreisfreie Stadt Leverkusen,Leverkusen,51379,Bonner Straße,2c
28740,Landkreis Merzig-Wadern,Merzig,66663,Zum Wiesenhof,54
45,Landkreis Darmstadt-Dieburg,Modautal,64397,Brandauer Str.,2
18546,Kreisfreie Stadt Ingolstadt,Ingolstadt,85055,Despag-Straße,1
28648,Landkreis Rhein-Hunsrück-Kreis,Boppard-Buchholz,56154,Bahnhof Buchholz,3
12868,Landkreis Unterallgäu,Mindelheim,87719,Allgäuer Str.,21
28263,Kreisfreie Stadt Leverkusen,Leverkusen,51377,Syltstraße,12
17626,Kreis Herford,Herford,32052,Röntgenstraße,2/2a
4902,Kreisfreie Stadt Speyer,Speyer,67346,Geisselstraße,2a
13351,Landkreis Havelland,Nauen,14641,Hamburger Str.,34
5288,Landkreis Saarlouis,Saarlouis,66740,Wallerfanger Straße,124
4525,Landkreis Bergstraße,Bensheim,64625,Berliner Ring,81
21760,Landkreis Dahme-Spreewald,Königs-Wusterhausen,15713,Karl-Marx-Str.,41
367,Landkreis Main-Kinzig-Kreis,Gelnhausen,63571,Lützelhäuser Weg,13
1301,Landkreis Lüneburg,Lüneburg,21337,Carl-Friedrich-Goerdeler-Straße,0
6883,Landkreis Schwandorf,Bodenwöhr,92439,Schwandorfer Straße,20
24731,Landkreis Tübingen,Kusterdingen,72127,Mozartstr.,27
12587,Landkreis Passau,Wegscheid,94110,Marktstraße,16
9583,Kreisfreie Stadt Kiel,Kiel,24116,Alte Weide,4-10
7689,Landkreis Potsdam-Mittelmark,Ziesar,14793,Mühlentor,15A
8534,Kreis Viersen,Willich,47877,Josef-Herlitz-Str.,77
26952,Kreis Borken,Borken,46325,Elisabeth-Timmermann-Weg,4
17672,Kreis Höxter,Bad Driburg,33014,Elmarstraße,38
24135,Kreis Schleswig-Flensburg,Eggebek,24852,Hauptstr.,5a
2177,Landkreis Zollernalbkreis,Balingen,72336,Gratweg,0
19519,Landkreis Ortenaukreis,Oppenau,77728,Moosweg,1A
987,Landkreis Cloppenburg,Lastrup,49688,Vlämische Str.,40
28759,Landkreis Regionalverband Saarbrücken,Saarbrücken,66113,Steinbachstraße,31
4067,Landkreis Ludwigsburg,Ludwigsburg,71642,Hauptstraße,185
22775,Landkreis Vorpommern-Rügen,Stralsund,18439,Werftstraße,13
15025,Landkreis Harz,Wernigerode,38855,Nöschenröder Straße,61 - 62
23775,Landkreis Anhalt-Bitterfeld,Köthen,6366,Adolf-Kolping-Straße,13-19
16371,Landkreis Odenwaldkreis,Mossautal,64756,Güttersbacher Str.,4
4815,Kreisfreie Stadt Kaiserslautern,Kaiserslautern,67663,Zollamtsraße,30
17388,Landkreis Rotenburg (Wümme),Sittensen,27419,Stader Straße,30
1770,Landkreis Ravensburg,Weingarten,88250,Gaußstraße,4
22480,Landkreis Odenwaldkreis,Erbach,64711,Neckarstr.,3
20979,Landkreis Oberallgäu,Immenstadt,87509,Kirchsteige,1
15301,Kreis Rendsburg-Eckernförde,Osterrönfeld,24783,Kieler Straße,21
28229,Kreisfreie Stadt Köln,Köln,51105,Esserstraße,79
12291,Landkreis Main-Spessart,Marktheidenfeld,97828,Georg-Mayr-Str.,28
28408,Kreisfreie Stadt Mainz,Mainz,55124,Im Niedergarten,22
4051,Landkreis Ludwigsburg,Ludwigsburg,71636,Weimarstraße,0
894,Kreisfreie Stadt Wolfsburg,Wolfsburg,38440,Düsseldorfer Str.,26
25586,Landkreis Bodenseekreis,Tettnang,88069,Schäferhofstraße,80
13491,Landkreis Uckermark,Prenzlau,17291,Stettiner Str.,47
25924,Landkreis Hohenlohekreis,Kupferzell,74636,Günther-Ziehl-Straße,0
12714,Landkreis Roth,Wendelstein,90530,Johann-Höllfritsch-Straße,41
60,Landkreis Darmstadt-Dieburg,Groß-Umstadt,64823,Wilhelm-Voltz-Weg,1
22760,Landkreis Vorpommern-Greifswald,Greifswald,17491,Hans-Beimler-Straße,1-3
14526,Landkreis St. Wendel,Freisen - Oberkirchen,66629,Zum Schwimmbad,7
15825,Landkreis Nordsachsen,Schkeuditz,4435,Altes Dorf,3
22694,Landkreis Ludwigslust-Parchim,Ludwigslust,19290,Rudolf-Tarnow-Straße,0
4646,Kreisfreie Stadt Köln,Köln,50997,Reiherstraße,21
3103,Kreis Gütersloh,Harsewinkel,33428,Rudolf-Diesel-Str.,2
22693,Landkreis Ludwigslust-Parchim,Ludwigslust,19289,Rudolf-Tarnow-Straße,0
22342,Landkreis Kassel,Niestetal,34266,An der Autobahn,4
27157,Kreisfreie Stadt Dortmund,Dortmund,44141,OVERBECKSTR,22
23444,Landkreis Region Hannover,Wennigsen,30974,Gartenstr.,13
10056,Kreisfreie Stadt Dortmund,Dortmund,44141,PETRYSTR,9
10057,Kreisfreie Stadt Dortmund,Dortmund,44141,PETRYSTR,11
10058,Kreisfreie Stadt Dortmund,Dortmund,44141,MENDESTR,24
10059,Kreisfreie Stadt Dortmund,Dortmund,44141,MENDESTR,5
10101,Kreisfreie Stadt Dortmund,Dortmund,44225,LEOSTR,36
10102,Kreisfreie Stadt Dortmund,Dortmund,44225,LEOSTR,40
16444,Landkreis Schwalm-Eder-Kreis,Melsungen,34212,Nürnberger Str.,52-54
28796,Landkreis Regionalverband Saarbrücken,Püttlingen,66346,Köllertalstraße,143
20398,Landkreis Dingolfing-Landau,Landau,94405,Auenstr.,27
22355,Landkreis Lahn-Dill-Kreis,Wetzlar,35576,Altenberger Straße,34
14755,Kreisfreie Stadt Dortmund,Dortmund,44135,Suedrandweg,2
27196,Kreisfreie Stadt Dortmund,Dortmund,44229,AM GEENSEEL,11
2562,Kreisfreie Stadt Bayreuth,Bayreuth,95448,Wolfsbacher Straße,6
653,Landkreis Ludwigslust-Parchim,Ludwigslust,19288,Rudolf-Tarnow-Straße,0
4725,Kreisfreie Stadt Münster,Münster,48153,Düesbergweg,124
14799,Kreisfreie Stadt Dortmund,Dortmund,44141,WENKERSTR,13
27191,Kreisfreie Stadt Dortmund,Dortmund,44225,SINGERHOFFSTR,6
14184,Kreis Steinfurt,Ochtrup,48607,Dietrich-Bonhoeffer-Straße,62
8945,Kreisfreie Stadt Köln,Köln,50733,Simon-Meister Straße,3
4626,Kreisfreie Stadt Köln,Köln,50858,Lessingstraße,2
28183,Kreisfreie Stadt Köln,Köln,50858,Guntharplatz,14
6875,Landkreis Rottal-Inn,Bayerbach,94137,Kirchweg,0
10444,Landkreis Zwickau,Zwickau,8060,Karl-Keil-Str.,60 z
8475,Kreis Unna,Schwerte,58239,Zum Großen Feld,40
21233,Landkreis Schweinfurt,Wasserlosen,97535,Friedhofstraße,16
28810,Landkreis Saarlouis,Rehlingen-Siersburg,66780,Wallerfanger Straße,60
10107,Kreisfreie Stadt Dortmund,Dortmund,44229,AM REBSTOCK,48
21213,Landkreis Schweinfurt,Werneck,97440,Mittlerer Weg,23
21216,Landkreis Schweinfurt,Werneck,97447,Pendlerparkplatz,A70
27782,Kreisfreie Stadt Leipzig,Leipzig,4229,Weißenfelser Straße,12
18063,Landkreis Tuttlingen,Tuttlingen,78532,Stockacher Str.,20
19961,Landkreis Wolfenbüttel,Wolfenbüttel,38304,Gebrüder-Welger-Str.,3
14500,Landkreis Saarlouis,Rehlingen,66780,In Dürrfeldslach,1
12767,Landkreis Schweinfurt,Schraudenbach,97440,Gambachstraße,19
6606,Landkreis Nürnberger Land,Altenthann,90592,Ochenbrucker Straße,30
28019,Landkreis Zwickau,Zwickau,8060,Karl-Keil-Str.,60 zzz
15887,Landkreis Zwickau,Zwickau,8060,Karl-Keil-Str.,60 zz
23752,Kreisfreie Stadt Magdeburg,Magdeburg,39104,Ernst-Reuter-Allee,14a
12523,Landkreis Nürnberger Land,Hersbruck,91217,Ostbahnstraße,18a
20601,Landkreis Garmisch-Partenkirchen,Garmisch-Partenkirchen,82467,Adlerstraße,25
14802,Kreisfreie Stadt Dortmund,Dortmund,44141,OVERBECKSTR,6
20214,Landkreis Ansbach,Gebsattel,91607,Schulstraße,10
23789,Landkreis Anhalt-Bitterfeld,Sandersdorf-Brehna,6792,Teichstraße,2
19095,Landkreis Esslingen,Neuhausen,73765,Marktstr.,21
10431,Landkreis Zwickau,Zwickau,8056,Spiegelstr.,55 z
10900,Kreisfreie Stadt Köln,Köln,50939,Rhöndorfer Straße,40
23189,Landkreis Heidekreis,Bad Fallingborstel,29683,Becklinger Straße,23
23787,Landkreis Anhalt-Bitterfeld,Raguhn-Jeßnitz,6779,Rathausstraße,39z
3514,Landkreis Breisgau-Hochschwarzwald,Bad Krozingen,79189,Carl-Orff-Str,33
10445,Landkreis Zwickau,Zwickau,8062,Leibnizstr.,12 z
23786,Landkreis Anhalt-Bitterfeld,Muldestausee,6774,Parkplatz Pegelturm Goitzsche,0
20244,Landkreis Aschaffenburg,Mainaschaff,63814,Johann-Dahlem-Str.,44751
19461,Landkreis Main-Tauber-Kreis,Wertheim,97877,Bronnbach,28
2245,Stadtkreis Heidelberg,Heidelberg,69120,Quinckestraße,69
15095,Landkreis Stendal,Hansestadt Stendal,39576,Osterburger Straße,25
6111,Landkreis Fürstenfeldbruck,Maisach,82216,Am Strasserwinkel,5
28023,Landkreis Zwickau,Zwickau,8062,Leibnizstr.,12 zz
9047,Landkreis Anhalt-Bitterfeld,Raguhn-Jeßnitz,6800,Conradiplatz,16
17479,Kreis Düren,Kreuzau Stockheim,52372,Schäfersgraben,11
18169,Stadtkreis Heidelberg,Heidelberg,69115,Carl-Bosch-Straße,3
17296,Landkreis Region Hannover,Hannover,30521,Messeschnellweg-West,0
10638,Kreis Mettmann,Ratingen,40882,Auermühle,1
41,Landkreis Darmstadt-Dieburg,Roßdorf,64380,Wilhelm-Leuschner-Str.,9
27362,Kreis Städteregion Aachen,Aachen,52074,Forckenbeckstraße,6
28015,Landkreis Zwickau,Zwickau,8056,Spiegelstr.,55 zz
9046,Landkreis Anhalt-Bitterfeld,Raguhn-Jeßnitz,6800,Am Plan,2z
19676,Kreisfreie Stadt Hamburg,Hamburg,22529,Stresemannallee,68
8944,Kreisfreie Stadt Köln,Köln,50679,Karlstraße,5
22166,Landkreis Darmstadt-Dieburg,Messel,64409,Kuhlweg,15
20362,Landkreis Dachau,Dachau,85221,Münchner Straße,87
21247,Landkreis Starnberg,Pöcking,82343,Gewerbeallee,3
11180,Landkreis Bad Dürkheim,Bad Dürkheim,67098,Bruchstr.,10
2235,Stadtkreis Heidelberg,Heidelberg,69115,Wilhelmstraße,9000V
2448,Stadtkreis Stuttgart,Stuttgart,70469,Wernerstraße,82/1
16291,Landkreis Main-Kinzig-Kreis,Hammersbach-Marköbel,63546,Köbler Weg,44
5625,Kreisfreie Stadt Würzburg,Würzburg,97082,Neunerplatz,2
16007,Landkreis Darmstadt-Dieburg,Reinheim,64354,Am Schwimmbad,1
20029,Kreisfreie Stadt München,München,81829,Martin-Empl-Ring,8
16008,Landkreis Darmstadt-Dieburg,Reinheim,64354,Breubergerstr.,9
16012,Landkreis Darmstadt-Dieburg,Roßdorf,64380,Alte Dieburger Str.,56
4032,Landkreis Ludwigsburg,Kornwestheim,70806,Goethestraße,0
6375,Landkreis Miesbach,Gmund am Tegernsee,83703,Schwärzenbach,1
10577,Kreis Märkischer Kreis,Iserlohn,58642,Von-der-Kuhlen-Straße,35
22681,Kreisfreie Stadt Schwerin,Schwerin,19061,Werkstraße,211
26679,Kreisfreie Stadt Hamburg,Hamburg,22529,Grelckstraße,0
18914,Landkreis Bodenseekreis,Uhldingen-Mühlhofen,88690,Grasbeuer Str.,2
23988,Kreis Nordfriesland,Sylt,25980,Kiarwai,1
4265,Landkreis Ostalbkreis,Lorch,73547,Maierhofstraße,1-3
23970,Kreis Nordfriesland,Niebüll,25899,Ostring,55
526,Landkreis Schwalm-Eder-Kreis,Homberg (Efze),34576,Rathausgasse,1
21244,Landkreis Starnberg,Tutzing,82327,Schloßstraße,1
5593,Kreisfreie Stadt Schweinfurt,Schweinfurt,97422,Mainberger Straße,16 1/2
20602,Landkreis Garmisch-Partenkirchen,Garmisch-Partenkirchen,82467,Marienplatz,17
11612,Kreisfreie Stadt Rosenheim,Rosenheim,83026,Kolbermoorer Straße,20
27589,Kreis Märkischer Kreis,Iserlohn,58644,Saatweg,59
10580,Kreis Märkischer Kreis,Iserlohn,58644,Siebrechtsweg,23
27590,Kreis Märkischer Kreis,Iserlohn,58644,Düsingstraße,20
957,Landkreis Celle,Bergen,29303,Hassel,3
19682,Kreisfreie Stadt Hamburg,Hamburg,22549,Rugenbarg,9
9890,Kreisfreie Stadt Bielefeld,Bielefeld,33611,Schildescher Str.,101
26789,Kreisfreie Stadt Frankfurt am Main,Frankfurt,65931,West-Höchster-Straße,50
906,Kreisfreie Stadt Wolfsburg,Wolfsburg,38444,Leuschnerstraße,11
12495,Landkreis Neu-Ulm,Neu-Ulm,89233,Dorfstraße,30
10579,Kreis Märkischer Kreis,Iserlohn,58644,Schleddestraße,30
28888,Kreisfreie Stadt Leipzig,Leipzig,4103,Leplaystraße,9
17774,Kreis Märkischer Kreis,Iserlohn,58638,Erbenberg,5
14150,Kreis Städteregion Aachen,Alsdorf,52477,Carl-Zeiss-Straße,29a
9605,Kreisfreie Stadt Lübeck,Lübeck,23560,Kruppstraße,4
26248,Kreis Märkischer Kreis,Iserlohn,58636,Bertha-von-Suttner-Straße,24
3590,Landkreis Emmendingen,Waldkirch,79183,Kandel,1
24632,Landkreis Rottweil,Vöhringen,72189,Zollernstraße,17
5873,Landkreis Deggendorf,Plattling,94447,Dr.-Wandinger-Straße,7
26249,Kreis Märkischer Kreis,Iserlohn,58638,Sonnenweg,3
26250,Kreis Märkischer Kreis,Iserlohn,58638,Inselstraße,11
6940,Landkreis Starnberg,Tutzing,82327,Kirchenstraße,5
26251,Kreis Märkischer Kreis,Iserlohn,58640,Am Spring,19
21799,Landkreis Märkisch-Oderland,Dahlwitz-Hoppegarten,15366,Bollensdorfer Weg,2-4
12591,Landkreis Passau,Hutthurm,94116,Am Kreisel,4
8977,Kreisfreie Stadt Leipzig,Leipzig,4103,Salomonstraße,18b
26252,Kreis Märkischer Kreis,Iserlohn,58640,Hoppenbeul,2
662,Landkreis Ludwigslust-Parchim,Parchim,19370,Raiffeisenring,6
17772,Kreis Märkischer Kreis,Iserlohn,58636,Schleddenhofer Weg,30
16113,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Odenwaldstraße,24
10576,Kreis Märkischer Kreis,Iserlohn,58642,Vom-Stein-Straße,37
9708,Landkreis Greiz,Weißendorf,7950,Ortsstraße,2b
19681,Kreisfreie Stadt Hamburg,Hamburg,22549,Kressenweg,34
17579,Kreis Gütersloh,Halle (Westf.),33790,Eggeberger Str. 13,13
16112,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Stadion am Sommerdamm,0
16111,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Böllenseeplatz,15
16110,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Böllenseeplatz,14
16109,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Im Dorfband,27
16108,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Hinter den Erlen,5
16107,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Am Eichbaum,10
371,Landkreis Main-Kinzig-Kreis,Wächtersbach,63607,Main-Kinzig-Straße,1
21745,Landkreis Barnim,Eberswalde,16255,Marienstraße,2
8939,Kreisfreie Stadt Köln,Köln,50674,Yitzhak-Rabin-Platz,0
19598,Landkreis Rastatt,Rastatt,76437,Rauentaler Str.,50
21763,Landkreis Dahme-Spreewald,Wildau,15745,Gewerbepark,1
26247,Kreis Märkischer Kreis,Iserlohn,58636,Friedrichstraße,79
10575,Kreis Märkischer Kreis,Iserlohn,58642,Im Nordfeld,31
15033,Landkreis Harz,Blankenburg (Harz),38889,Am Hasenwinkel,1
10573,Kreis Märkischer Kreis,Iserlohn,58640,Leckingser Straße,35
386,Landkreis Main-Taunus-Kreis,Eschborn,65760,Ginnheimer Str.,18
16598,Landkreis Mecklenburgische Seenplatte,Rechlin,17248,Boeker Landstrasse,1b
18359,Stadtkreis Stuttgart,Stuttgart,70376,Haldenstraße,7
12103,Landkreis Fürstenfeldbruck,Kottgeisering,82288,Ammerseestraße,7
643,Kreisfreie Stadt Schwerin,Schwerin,19061,Werkstraße,205
164,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Ludwig-Einsiedel-Straße,30
163,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Schwarzwaldstraße,30A
6263,Landkreis Kulmbach,Kulmbach,95326,Lichtenfelser Straße,47
162,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Schwarzwaldstraße,48
160,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Neuer Standort,0
13383,Landkreis Oberhavel,Borgsdorf,16556,Rosenstraße,48
13386,Landkreis Oberhavel,Velten,16727,Germendorfer Straße,93/94
159,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Westfalenring,1A
28373,Kreisfreie Stadt Landau in der Pfalz,Landau,76829,Rebenblütenweg,15
2305,Stadtkreis Mannheim,Mannheim,68159,D2,1-4
158,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Rotensteinstraße,8
157,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Karolingerring,51a
161,Landkreis Groß-Gerau,Rüsselsheim am Main,65428,Heppenheimer,6
15490,Kreisfreie Stadt Jena,Jena,7745,Rudolstädter Str.,39
27578,Kreis Märkischer Kreis,Iserlohn,58640,Waldweg,19
12984,Kreisfreie Stadt Berlin,Berlin,10367,Möllendorffstr.,3
27579,Kreis Märkischer Kreis,Iserlohn,58640,Gertrudisstraße,10
26070,Landkreis Ludwigsburg,Asperg,71679,Bahnhofstraße,0
27580,Kreis Märkischer Kreis,Iserlohn,58640,Schneebruch,9
26627,Kreis Märkischer Kreis,Iserlohn,58636,Görresstraße,14
10187,Landkreis Bautzen,Pulsnitz,1896,Kamenzer Str.,10
26629,Kreis Märkischer Kreis,Iserlohn,58638,Barbarastraße,53
19425,Landkreis Ludwigsburg,Remseck am Neckar,71686,Marktplatz,1
26866,Landkreis Uelzen,Uelzen,29525,Bernhard Nigebur Str.,66
27581,Kreis Märkischer Kreis,Iserlohn,58642,Hagener Straße,134
26630,Kreis Märkischer Kreis,Iserlohn,58640,Hennigestraße,9
15574,Landkreis Nordhausen,Bleicherode OT Nohra,99752,Sondershäuser Landstrasse,70
10574,Kreis Märkischer Kreis,Iserlohn,58640,Lerchenstraße,34
